id,director,cast
150065,Victoria Mahoney,"['Zoë Kravitz', 'Jason Clarke', 'Antonique Smith']"
49927,Wang Xiaoshuai,"['Lou Ye', 'Xiaodong Liu', 'Hong Yu']"
129383,Yoshimitsu Morita,"['Katsunobu Ito', 'Kumiko Akiyoshi', 'Isao Bito']"
383788,Dominik Hartl,"['Gabriela Marcinková', 'Laurie Calvert', 'Margarete Tiesel']"
413452,Knate Gwaltney,"['Thomas Haden Church', 'Terrence Howard', 'Boyd Holbrook']"
332794,Jérôme Salle,"['Lambert Wilson', 'Pierre Niney', 'Audrey Tautou']"
401061,Shawn Crahan,"['Kim Coates', 'Tyler Ross', 'Lauren Vélez']"
419289,,[]
378064,Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yuki']"
262831,Tung Wang,"['Doze Niu Cheng-Tse', 'Chang Shih', 'Wen Ying']"
364111,Tatsuyuki Nagai,"['Sora Amamiya', 'Yoshimasa Hosoya', 'Inori Minase']"
34577,,[]
19961,Gisaburō Sugii,"['Shidou Nakamura', 'Hiroki Narimiya', 'Riki Takeuchi']"
181456,Samuel Fuller,"['Véronique Jannot', 'Bobby Di Cicco', 'Victor Lanoux']"
369336,David Zellner,"['Wiley Wiggins', 'David Zellner', 'Nathan Zellner']"
395763,Jalil Lespert,"['Romain Duris', 'Charlotte Le Bon', 'Jalil Lespert']"
383807,Katell Quillévéré,"['Anne Dorval', 'Tahar Rahim', 'Emmanuelle Seigner']"
402693,Marcel Barrena,"['Dani Rovira', 'Alexandra Jiménez', 'Karra Elejalde']"
41619,Leander Haußmann,"['Eva-Maria Hagen', 'Ezard Haußmann', 'Walter Giller']"
63244,Matthew Longfellow,"['Ritchie Blackmore', 'Ian Gillan ', 'Roger Glover']"
40690,Matthew Longfellow,"['Geezer Butler', 'Tony Iommi', 'Ozzy Osbourne']"
102622,Tim Kirkby,"['Bruce Dickinson', 'Dave Murray', 'Adrian Smith']"
61903,Byron Haskin,"['John Payne', 'William Bishop', 'Gloria McGehee']"
148766,Irving Rapper,"['Ginger Rogers', 'William Holden', 'Paul Douglas']"
131074,Charles Crichton,"['Dirk Bogarde', 'Jon Whiteley', 'Elizabeth Sellars']"
71984,Anthony Asquith,"['Leslie Banks', 'Jeanne De Casalis', 'Carla Lehmann']"
53598,Edward F. Cline,"['Billy Gilbert', 'Anita Louise', 'Margaret Hamilton']"
198227,Monta Bell,"['Claudette Colbert', 'Norman Foster', 'Ginger Rogers']"
22689,Albert Ray,"['Ginger Rogers', 'Lyle Talbot', 'Harvey Clark']"
175983,George Nichols Jr.,"['Frances Dee', 'Billie Burke', 'John Halliday']"
125578,Ray Enright,"['Pat O’Brien', 'Dick Powell', 'Ginger Rogers']"
254047,Matt Berman,"['Haylie Duff', 'Chris Soldevilla', 'Leslie Easterbrook']"
128104,Anaïs Barbeau-Lavalette,"['Evelyne Brochu', 'Sabrina Ouazani', 'Sivan Levy']"
64965,Giovanni Veronesi,"['Penélope Cruz', 'Diego Abatantuono', 'Stefania Sandrelli']"
396232,Reuben Atlas,[]
378480,Matteo Zoppis,[]
393961,Michal Siewierski,[]
380699,Antonino D'Ambrosio,"['Johnny Cash', 'Kris Kristofferson', 'Steve Earle']"
76010,Juan Manuel Cotelo,"['Pablo Domínguez Prieto', 'Juan Manuel Cotelo']"
87561,Jean Genet,"['Java', 'Coco Le Martiniquais', 'Lucien Sénémaud']"
381685,Raúl Campos,"[""Ricardo O'Farrill""]"
403911,Raúl Campos,['Sofia Niño de Rivera']
29066,Roger Corman,"['Michael Forest', 'Barboura Morris', 'Frank Wolff']"
200655,Howard Alk,"['Janis Joplin', 'Richard Bell']"
299641,Jonathan Kesselman,"['Maz Jobrani', 'John Heard', 'Deanna Russo']"
84672,Jean-Pierre Gorin,[]
376502,Rich Fox,"['Andrew Gallagher', 'Jessica Sowa']"
241206,Irving Brecher,"['William Bendix', 'Rosemary DeCamp', 'James Gleason']"
104989,Irwin Allen,"['Don Forbes', 'Theodore von Eltz']"
64428,Cliff Owen,"['John Richardson', 'Olga Schoberová', 'Edward Judd']"
396744,Max Lewkowicz,[]
361251,Francisco Varone,"['Rodrigo de la Serna', 'Ernesto Suarez', 'Elisa Carricajo']"
394224,David Zellner,"['David Zellner', 'Justin Lincoln', 'Foxy Zellner']"
97340,Óskar Thór Axelsson,"['Thor Kristjansson', 'Jóhannes Haukur Jóhannesson', 'Damon Younger']"
130402,Eagle Pennell,"['Sonny Carl Davis', 'Lou Perryman', 'Steven Mattila']"
413764,Bartosz M. Kowalski,"['Michalina Swistun', 'Nicolas Przygoda', 'Przemyslaw Balinski']"
39395,Radu Muntean,"['Dragoș Bucur', 'Anamaria Marinca', 'Mimi Branescu']"
333516,Hannaleena Hauru,[]
128250,Annemarie Jacir,"['Mahmoud Asfa', 'Ruba Blal', 'Saleh Bakri']"
106887,Armando Robles Godoy,"['Julio Alemán', 'Sandra Riva', 'Raúl Martin']"
328416,Rick King,"['Margaret Klenck', 'Gary McCleery', 'John Sayles']"
340616,Rachel Lang,"['Salomé Richard', 'Claude Gensac', 'Lazare Gousseau']"
396330,Matt Peters,"['Sarah Hyland', 'Nolan North', 'Troy Baker']"
72826,Junji Kurata,"['Nobiko Sawa', 'Shôtarô Hayashi', 'Tomoko Kiyoshima']"
113119,Minoru Kanaya,"['Tatsuya Azuma', 'Miyuki Tanigawa', 'Jô Shishido']"
277834,Ron Clements,"[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']"
354421,Brian Hill,"['Sture Bergwall', 'Mimmi Kandler', 'Oskar Thunberg']"
41973,Charlotte Zwerin,[]
276578,Philippe Gagnon,"['Sonya Walger', 'Ben Bass', 'Bobbie Phillips']"
27211,Atıf Yılmaz,"['Kemal Sunal', 'Şener Şen', 'İlyas Salman']"
345470,Jake Gavin,"['Peter Mullan', 'Keith Allen', 'Natalie Gavin']"
419471,Quentin Lee,"['Tamlyn Tomita', 'Julia Nickson', 'Michelle Krusiec']"
355506,Gregg Bishop,"['Hannah Fierman', 'Justin Welborn', 'William Mark McCullough']"
421313,James Nunn,"['Scott Adkins', 'Stuart Bennett', 'Daniel Caltagirone']"
140491,Michael Shumway,"['Blake Webb', 'Tatum Langton', 'Jaclyn Hales']"
26370,Dollan Cannell,"['Fidel Castro', 'Wayne Smith', 'Enrique Encinosa']"
376866,Pablo Larraín,"['Natalie Portman', 'Peter Sarsgaard', 'Greta Gerwig']"
74493,Takashi Yamazaki,"['Tsuyoshi Kusanagi', 'Yui Aragaki', 'Takao Osawa']"
52254,David Sieveking,['David Lynch']
384682,Josh Gordon,"['Jason Bateman', 'Olivia Munn', 'T.J. Miller']"
363093,Park Hoon-Jung,"['Choi Min-sik', 'Jeong Man-sik', 'Kim Sang-ho']"
252874,Shogo Yabuuchi,"['Taichi Kokubun', 'Tsuyoshi Domoto']"
105711,Maya Deren,"['Rita Christiani', 'Maya Deren', 'Anaïs Nin']"
88065,Milton Moses Ginsberg,"['Dean Stockwell', 'Katalin Kallay', 'Henry Ferrentino']"
128111,Kang Yi-kwan,"['Lee Jung-hyun', 'Seo Young-Joo', 'Kang Rae-yeon']"
102871,Rolando Colla,"['Alessia Barela', 'Condolucci Armando', 'Fiorella Campanella']"
71543,Nir Bergman,"['Yehuda Almagor', 'Roee Elsberg', 'Evelyn Kaplun']"
44010,Kyle Lawrence,"['Leo Howard', 'Patrick Probst', 'Booboo Stewart']"
112033,Danyael Sugawara,"['Anneke Blok', 'Marnie Blok', 'Manuel Broekman']"
86821,Chris Mortensen,"['John Allison', 'Clifford Asness', 'Mike Berliner']"
201365,Glenio Bonder,"['Jonathan Rhys Meyers', 'Natalia Vodianova', 'Ed Stoppard']"
233383,James MacTaggart,"['Anna Cropper', 'Bernard Hepton', 'Amanda Walker']"
46612,,['David Attenborough']
346443,Maciej Bochniak,"['Dawid Ogrodnik', 'Piotr Głowacki', 'Joanna Kulig']"
95046,Garson Kanin,"['Carole Lombard', 'Charles Laughton', 'William Gargan']"
62439,Kim Young-tak,"['Lee Moon-Su', 'Bo-geun Cheon', 'Cha Tae-hyun']"
365942,Peter Chelsom,"['Asa Butterfield', 'Britt Robertson', 'Carla Gugino']"
330459,Gareth Edwards,"['Felicity Jones', 'Diego Luna', 'Ben Mendelsohn']"
353979,Carles Torrens,"['Dominic Monaghan', 'Ksenia Solo', 'Jennette McCurdy']"
259695,Ben Affleck,"['Ben Affleck', 'Elle Fanning', 'Brendan Gleeson']"
381288,M. Night Shyamalan,"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley']"
382653,Johnny Ma,"['Gang Chen', 'An Nai', 'Hongwei Wang']"
381043,Alexandre Lehmann,"['Noah Britton', 'Ethan Finlan', 'Jack Hanke']"
311764,Isaac Rentz,"['Lauren Lapkus', 'Topher Grace', 'Alona Tal']"
384673,Sonia Kennebeck,['Jesselyn Radack']
305943,Andy Goddard,"['Patrick Wilson', 'Jessica Biel', 'Vincent Kartheiser']"
426576,Rob Williams,"['Christopher Grant Pearson', 'Alec Manley Wilson', 'Ryan Weldon']"
54539,Marcel L'Herbier,"['Jaque Catelain', 'Léonid Walter de Malte', 'Philippe Hériat']"
309929,Erick Zonca,"['Émile Berling', 'Abraham Belaga', 'Mike Nguyen']"
170279,Paul Ruven,"['Wendy van Dijk', 'Hiromi Tojo', 'Mark Sagato']"
346672,Anna Foerster,"['Kate Beckinsale', 'Theo James', 'Lara Pulver']"
85672,Don Schain,"['Cheri Caffaro', 'Vic Diaz', 'Aharon Ipalé']"
427342,Kim Druzhinin,"['Aleksandr Ustyugov', 'Yakov Kucherevky', 'Azamat Nigmanov']"
287281,Matt Vancil,"['Scott C. Brown', 'Christian Doyle', 'Monica Zelak']"
37708,Andy Hurst,"['Jillian Murray', 'Ashley Parker Angel', 'Jessie Nickson']"
376290,John Madden,"['Jessica Chastain', 'Mark Strong', 'Gugu Mbatha-Raw']"
373442,Mathew Orzel,[]
291328,Warren Beatty,"['Warren Beatty', 'Annette Bening', 'Matthew Broderick']"
210234,Veronica Velasco,"['Eugene Domingo', 'Enchong Dee', 'Leo Martinez']"
121173,Jun Lana,"['Eddie Garcia', 'Armida Siguion-Reyna', 'Joey Paras']"
148479,,"['Kai Lehtinen', 'Pertti Koivula', 'Maarit Peltomaa']"
346347,Jennifer Liao,"[""Mark O'Brien"", 'Paulino Nunes', 'Carolyne Maraghi']"
414977,Nicholas Brooks,"['Natalie Knepp', 'Brock Harris', 'Sean Kleier']"
31245,Rick Sloane,"['Tom Bartlett', 'Paige Sullivan', 'Steven Boggs']"
422603,Ganesh Raj,"['Siddhi Mahajankatti', 'Thomas Mathew', 'Vishak Nair']"
402217,Omar Lulu,"['Willson Joseph', 'Sharaf U Dheen', 'Soubin Shahir']"
411279,Ranjith Sankar,"['Jayasurya', 'Aju Varghese', 'Sharaf U Dheen']"
411054,Johnpaul George,"['Chethan Jayalal', 'Tovino Thomas', 'Sreenivasan']"
398786,Rajeev Ravi,"['Dulquer Salmaan', 'Vinayakan', 'Manikandan R Achari']"
381374,Abrid Shine,"['Nivin Pauly', 'Anu Emmanuel', 'Major Ravi']"
3159,Dick Randall,"['Rossano Brazzi', 'Michael Dunn', 'Edmund Purdom']"
27395,Javier Aguirre,"['Paul Naschy', 'Haydée Politoff', 'Rosanna Yanni']"
92779,Peter Manoogian,"['Sam Hennings', 'Andrea Roth', 'Dane Witherspoon']"
124902,Christopher Menaul,"['Ralph Fiennes', 'Denis Quilley', 'Alexander Siddig']"
67276,David Lynch,[]
48784,David Lynch,[]
105829,Rashid Nugmanov,"['Александр Спорыхин', 'Konstantin Fyodorov']"
79145,,['John Cleese']
386827,Kim Rocco Shields,"['Briana Evigan', 'Jacob Rodier', 'Tyler Blackburn']"
217428,Gil Portes,"['Dolphy', 'Eric Quizon', 'Jeffrey Quizon']"
75450,Rob Lemkin,"['Thet Sambath', 'Pol Pot', 'Nuon Chea']"
25021,Brent Zacky,['John Hurt']
74302,Ertem Eğilmez,"['Kemal Sunal', 'Zeki Alasya', 'Metin Akpinar']"
42496,Emile de Antonio,['Richard Nixon']
274870,Morten Tyldum,"['Jennifer Lawrence', 'Chris Pratt', 'Michael Sheen']"
78174,François Bertrand,"['Jacques Gamblin', 'Peter Knapp']"
296633,Lim Soon-rye,"['Park Hae-il', 'Lee Kyoung-young', 'Yoo Yeon-seok']"
116323,Chung Ji-young,"['Lee Kyoung-young', 'Jin Kyung', 'Kim Eung-Soo']"
381284,Theodore Melfi,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monae']"
297298,,"['Müfit Can Saçıntı', 'Rasim Öztekin', 'Ayda Aksel']"
371153,Selçuk Aydemir,"['Ahmet Kural', 'Murat Cemcir', 'Erdal Tosun']"
140485,Ersoy Güler,"['Fulya Zenginer', 'Burçin Bildik', 'Alper Saldıran']"
378435,Orhan Oğuz,"['Derya Alabora', 'Fikret Kuskan', 'Mevlüt Demiryay']"
425498,Osmany Rodriguez,['Michael Che']
359246,Stephen Cognetti,"['Kristin Michelle Taylor', 'Theodore Bouloukos', 'Gore Abrams']"
347127,Craig Moss,"['Nadine Velazquez', 'Callum Blue', 'Erik LaRay Harvey']"
412698,Federica di Giacomo,[]
262474,Cody Knotts,"['Roddy Piper', 'Jim Duggan', 'Matt Hardy']"
426634,John Pilger,[]
126816,Michael Switzer,"['Richard Thomas', 'Brooke Shields', 'Viveka Davis']"
77862,,"['Engin Altan Düzyatan', 'Özge Özpirinçci', 'Hande Subaşı']"
57739,Özcan Deniz,"['Özcan Deniz', 'Deniz Çakır', 'Baris Falay']"
161808,Togan Gökbakar,"['Şahan Gökbakar', 'Gökcen Gökçebağ', 'Dilşah Demir']"
223551,Lourens Blok,"['Manuel Broekman', 'Tim Murck', 'Hanna Verboom']"
45017,Bill Bennett,"['Geraldine Hakewill', 'Bob Baines', 'Tasia Zalar']"
272072,Patrick McGuinn,"['Chris Graham', 'Andrew Glaszek', 'Jeremy Neal']"
137619,Pere Portabella,"['Christopher Lee', 'Jeannine Mestre', 'Miguel Bilbatúa']"
26872,Keith Beauchamp,[]
139434,Patricio Henríquez,['Omar Khadr']
139929,Eddy Terstall,"['Roberta Petzoldt', 'Teun Kuilboer', 'Frank Sheppard']"
393457,Denzel Washington,"['Denzel Washington', 'Viola Davis', 'Stephen Henderson']"
111261,Mark Becker,"['Arturo Arias', 'Carmelo Muñiz Sanchez']"
36833,Bruce LaBruce,"['G.B. Jones', 'Bruce LaBruce', 'Klaus von Buecker']"
16359,Eddy Terstall,"['Tom Jansen', 'Johnny de Mol', 'Esmarel Gasman']"
408203,Selma Vilhunen,"['Linnea Skog', 'Paula Vesala', 'Lauri Maijala']"
210052,Rick Ostermann,"['Jördis Triebel', 'Levin Liam', 'Helena Phil']"
344039,Tim Godsall,"['Rhys Ifans', 'Juno Temple', 'Jack Kilmer']"
332979,Ben Younger,"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal']"
187897,Chang Cheh,"['David Chiang', 'Ti Lung', 'Ku Feng']"
424889,Habib Louati,"['Chris Renaud', 'Danny Mann', 'Lori Alan']"
80961,Zeki Ökten,"['Kemal Sunal', 'İhsan Yüce', 'Türker Tekin']"
217672,Ray Enright,"['George Brent', 'Genevieve Tobin', 'Glenda Farrell']"
215736,Bernard Vorhaus,"['Bobby Breen', 'Leo Carrillo', 'Henry Armetta']"
21752,Daniel Filho,"['Tony Ramos', 'Glória Pires', 'Chico Anysio']"
144464,Edwin S. Porter,[]
404762,Ryan White,"['Serena Williams', 'Venus Williams', 'John McEnroe']"
180371,Maurício Farias,"['Danton Mello', 'Lúcio Mauro Filho', 'Bruno Mazzeo']"
80809,Ron Satlof,"['Raymond Burr', 'Barbara Hale', 'William Katt']"
381041,Linas Phillips,"['Timm Sharp', 'Melanie Lynskey', 'Linas Phillips']"
413052,Akan Satayev,"['Callan McAuliffe', 'Lorraine Nicholson', 'Daniel Eric Gold']"
371446,Jason Lew,"['Boyd Holbrook', 'Elisabeth Moss', 'Octavia Spencer']"
362974,No Deok,"['Jo Jung-suk', 'Lee Ha-Na', 'Lee Mi-sook']"
154922,Konstantin Feoktistov,"['Fyodor Bondarchuk', 'Elizaveta Boyarskaya', 'Sergei Makovetsky']"
314946,Konstantin Feoktistov,"['Sergei Makovetsky', 'Dimitri Vysotsky', 'Dmitriy Nagiev']"
52939,Sergei Glezin,"['Valeri Solovyev', 'Anna Geller', 'Oleg Kulikovich']"
124277,Christopher Kezelos,[]
228384,Robert Thalheim,"['Christiane Paul', 'Charly Hübner', 'Maren Eggert']"
11603,Jeff Bleckner,"['Christopher Reeve', 'Daryl Hannah', 'Robert Forster']"
226686,Ron Satlof,"['Raymond Burr', 'Barbara Hale', 'William Katt']"
320413,Jim Hosking,"['Michael St. Michaels', 'Sky Elobar', 'Elizabeth De Razzo']"
96468,Takashi Shimizu,"['Hikari Mitsushima', 'Teruyuki Kagawa', 'Takeru Shibuya']"
263412,Pedro Olea,"['Sílvia Munt', 'José Luis López Vázquez', 'Mary Carrillo']"
108501,Patrick G. Donahue,"['Sean P. Donahue', 'Pamela Bosley', 'Mike Donahue']"
60254,Safy Nebbou,"['Gérard Depardieu', 'Mélanie Thierry', 'Dominique Blanc']"
342737,Mike Mills,"['Annette Bening', 'Elle Fanning', 'Greta Gerwig']"
425553,Ulf Malmros,"['Henrik Dorsin', 'Elias Palin', 'Victoria Dyrstad']"
227667,Ron Satlof,"['Raymond Burr', 'Barbara Hale', 'William Katt']"
422874,Martín Rosete,"['Jesse Williams', 'Kellan Lutz', 'Jess Weixler']"
412329,Ramon Fernandez,[]
225525,Ron Satlof,"['Raymond Burr', 'Barbara Hale', 'Jean Simmons']"
426903,Eadweard Muybridge,[]
406785,Leo Matsuda,['Raymond S. Persi']
214938,Nikolai Volev,"['Todor Kolev', 'Yordanka Stefanova', 'Itzhak Finzi']"
136058,Jim Klein,"['Oscar Hunter', 'Rose Podmaka', 'Sylvia Woods']"
229638,William C. McGann,"['John Litel', 'Ann Sheridan', 'Mary Maguire']"
160261,Raam Shetty,"['Sridevi Kapoor', 'Shah Rukh Khan', 'Mohnish Behl']"
198176,Mervyn LeRoy,"['Alice White', 'Marion Byron', 'Sally Eilers']"
418693,Ricki Stern,"['Celeste Corcoran', 'Jessica Kensky', 'Patrick Downes']"
394423,Todd Newman,"['Dave Navarro', 'Constance Navarro', 'Todd Newman']"
418691,John William Ross,"['Kennedy Tucker', 'Tommy Ruff', 'Taylor Jorgensen']"
217763,Mervyn LeRoy,"['Alice White', 'Jack Mulhall', 'Blanche Sweet']"
210653,Juan Bustillo Oro,"['Arturo de Córdova', 'Carmen Molina', 'Miguel Ángel Ferriz']"
244201,William Keighley,"['Priscilla Lane', 'Jeffrey Lynn', 'Roland Young']"
412213,Emil Ben-Shimon,"['Yafit Asulin', 'Itzik Cohen', 'Sharon Elimelech']"
406431,Vlad Yudin,"['Kevin Costner', 'Bas Rutten', 'Georges St-Pierre']"
389044,Sólveig Anspach,"['Samir Guesmi', 'Florence Loiret Caille', 'Didda Jónsdóttir']"
345727,,[]
230031,,[]
362884,Lynne Stopkewich,"['Ashley Williams', 'Sam Jaeger', 'Hannah Cheramy']"
64191,Peter Werner,"['Danielle Panabaker', 'Jane Krakowski', 'Clare Stone']"
185644,Kirby Dick,[]
200035,David Petrarca,"['Sigourney Weaver', 'Carla Gugino', 'James Wolk']"
53035,Matthew Galkin,['Jack Kevorkian']
100829,,[]
138014,,[]
33127,John Holowach,['John Holowach']
105561,Brian Malone,"['Alan K. Simpson', 'Erskine Bowles', 'Pat Buchanan']"
206397,Rick Ray,[]
123279,Paul Miller,"['Kathy Griffin', 'Maggie Griffin']"
65345,David Lewis,"['Jacob Newton', 'Derek Efrain Villanueva', 'Dylan Vox']"
275355,Don Roy King,"['Chad Kimball', 'Montego Glover', 'J. Bernard Calloway']"
88496,Bob Fosse,"['Liza Minnelli', 'Ann Reinking']"
103181,Lonny Price,"['David Hyde Pierce', 'Laura Benanti', 'Matt Cavenaugh']"
17712,David Higby,['Lisa Lampanelli']
34516,,['Lisa Lampanelli']
26016,Paul Miller,['Kathy Griffin']
393731,Sacha Wolff,"['Toki Pilioko', 'Iliana Zabeth', 'Mikaele Tuugahala']"
362226,Heber Cannon,"['Rich Froning Jr', 'Heber Cannon', 'Jason Khalipa']"
257487,Jorge Algora,"['Federico Luppi', 'Darío Grandinetti', 'Mabel Rivera']"
403357,Salvador Calvo,"['Ricardo Gómez', 'Karra Elejalde', 'Luis Tosar']"
311324,Zhang Yimou,"['Matt Damon', 'Jing Tian', 'Willem Dafoe']"
283146,Nina Paley,[]
56486,Ulrich Seidl,[]
99004,Ladislao Vajda,"['Rossano Brazzi', 'Fosco Giachetti', 'Emma Penella']"
401593,Jeff Tomsic,['Big Jay Oakerson']
85944,Rob Zombie,"['Tom Papa', 'The Lady Aye', 'Rick Crom']"
347870,Clay Liford,"['Michael Ian Black', 'Burnie Burns', 'Violett Beane']"
429126,Benjamin Dickinson,"['Reggie Watts', 'Rory Scovel', 'Kate Berlant']"
401060,Chris Sparling,"['James Wolk', 'Caitlin Fitzgerald', 'Tom Lipinski']"
413417,Caleb Vetter,"['Wesley Elder', 'Christina Grimmie', 'Osric Chau']"
352490,Simon Aboud,"['Jessica Brown Findlay', 'Andrew Scott', 'Jeremy Irvine']"
320293,Jaakko Pakkasvirta,"['Vesa-Matti Loiri', 'Eija Ahvo', 'Yrjö Järvinen']"
310307,John Lee Hancock,"['Michael Keaton', 'Nick Offerman', 'John Carroll Lynch']"
89463,Richard Lang,"['Raymond Burr', 'Barbara Hale', 'William Katt']"
136921,Patrick Jean,[]
36123,Howard Hall,['Jim Carrey']
59046,Alessandro Piva,"['Sergio Rubini', 'Luigi Lo Cascio', 'Mariangela Arcieri']"
409447,Alex Rudzinski,"['Maddie Baillio', 'Dove Cameron', 'Harvey Fierstein']"
332746,David Osit,[]
59356,Stephen Quay,[]
59357,Stephen Quay,[]
301849,Jens Östberg,"['Sverrir Gudnason', 'Peter Andersson', 'Malin Buska']"
188521,Coky Giedroyc,"['David Tennant', 'Janet Montgomery', 'Burn Gorman']"
20089,Akiyuki Shinbo,"['Toshihiko Seki', 'Akira Kamiya', 'Emi Shinohara']"
380620,Kiyoshi Kurosawa,"['Hidetoshi Nishijima', 'Yuko Takeuchi', 'Haruna Kawaguchi']"
115877,Eloy de la Iglesia,"['Dyanik Zurakowska', 'Jose Palacios', 'Juan Diego']"
47121,Eloy de la Iglesia,"['Simón Andreu', 'Emilio Gutiérrez Caba', 'Esperanza Roy']"
111708,Eloy de la Iglesia,"['Emma Penella', 'José Luis Gómez', 'Maribel Verdú']"
115909,Eloy de la Iglesia,"['Pedro Mari Sánchez', 'Queta Claver', 'Asier Hernández']"
98596,Eloy de la Iglesia,"['José Luis Manzano', 'José Manuel Cervino', 'Luis Iriondo']"
115903,Eloy de la Iglesia,"['Antonio Flores', 'Rosario Flores', 'José Luis Manzano']"
114051,Eloy de la Iglesia,"['José Luis Manzano', 'Isela Vega', 'Verónica Castro']"
115894,Eloy de la Iglesia,"['José Sacristán', 'María Luisa San José', 'José Luis Alonso']"
80296,Eloy de la Iglesia,"['Javier Escrivá', 'Inma de Santis', 'John Moulder-Brown']"
29338,Eloy de la Iglesia,"['Carmen Sevilla', 'Vicente Parra', 'María Asquerino']"
29333,Eloy de la Iglesia,"['Sue Lyon', 'Christopher Mitchum', 'Jean Sorel']"
29336,Eloy de la Iglesia,"['Vicente Parra', 'Emma Cohen', 'Eusebio Poncela']"
105093,Eloy de la Iglesia,"['Carmen Sevilla', 'Dean Selmier', 'Patty Shepard']"
356305,John Hamburg,"['Bryan Cranston', 'James Franco', 'Zoey Deutch']"
229065,Samantha Fuller,"['Samuel Fuller', 'James Franco', 'Jennifer Beals']"
249931,Eché Janga,[]
49754,Doug Walker,"['Doug Walker', 'Lindsay Ellis', 'Lewis Lovhaug']"
75604,Doug Walker,"['Brad Jones', 'Lindsay Ellis', 'Lewis Lovhaug']"
137669,Doug Walker,"['Doug Walker', 'Lindsay Ellis', 'Lewis Lovhaug']"
411201,Steven Cantor,['Sergei Polunin']
422469,Gabe Turner,"['Usain Bolt', 'Neymar Jr', 'Serena Williams']"
335797,Garth Jennings,"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']"
413543,Gauri Shinde,"['Alia Bhatt', 'Shah Rukh Khan', 'Ali Zafar']"
413547,Sujoy Ghosh,"['Vidya Balan', 'Arjun Rampal', 'Jugal Hansraj']"
44746,Sheree Folkson,"['Imelda Staunton', 'Matthew Goode', 'Russell Tovey']"
297814,Jay Chapman,['Jasper Redd']
1608,Maria Giese,"['Sean Bean', 'Emily Lloyd', 'Craig Kelly']"
203059,Lance Bangs,"['Scott Adsit', 'John Hodgman']"
365544,Федор Дмитриев,"['Evgeniy Stychkin', 'Елена Шульман', 'Yekaterina Gorokhovskaya']"
248946,Matt Piedmont,"['Tobey Maguire', 'Kristen Wiig', 'Jessica Alba']"
110549,Michael Dimich,['Hannibal Buress']
290911,Max Färberböck,"['Johanna Bittenbinder', 'Florian Karlheim', 'Christiane Blumhoff']"
298522,Wyatt Cenac,"['Wyatt Cenac', 'Eugene Mirman', 'Gbenga Akinnagbe']"
323690,Steven Feinartz,['Matt Braunger']
38610,John Murlowski,"['Olivier Gruner', 'Daphne Ashbrook', 'John Glover']"
411019,Raoul Peck,"['Samuel L. Jackson', 'James Baldwin', 'Malcolm X']"
225577,Ron Satlof,"['Raymond Burr', 'Barbara Hale', 'William Katt']"
393003,Nicholas DiBella,"['Nathalia Ramos', 'Cody Longo', 'Alex Steele']"
116445,Robert Vincent O'Neill,"['Nancy Kwan', 'Ross Hagen', 'Maria De Aragon']"
89540,Salvador Carrasco,"['Damián Delgado', 'José Carlos Rodríguez', 'Elpidia Carrillo']"
68636,Carlos Enrique Taboada,"['Claudia Islas', 'Susana Dosamantes', 'Helena Rojo']"
207323,Jørgen Lerdam,"['Martin Buch', 'Nicolaj Kopernikus', 'Kurt Ravn']"
400753,Antonis Sotiropoulos,"['Yannis Zouganelis', 'Yannis Tsimitselis', 'Katerina Geronikolou']"
380013,Jesse Shapiro,"['Adam Shapiro', 'Kim Shaw', 'Peter Breitmayer']"
360022,Casper Andreas,"['Van Hansis', 'Gale Harold', 'Brianna Brown']"
381935,Thomas Dekker,"['Rory Culkin', 'Lin Shaye', 'Daveigh Chase']"
52415,Lee Kyoung-mi,"['Gong Hyo-jin', 'Lee Jong-hyuk', 'Bae Seong-woo']"
272414,Amanda Marsalis,"['Mamie Gummer', 'Anthony Okungbowa', 'Maurice Compte']"
340194,Stephen Suettinger,"['Bryan Greenberg', 'Claire van der Boom', 'T.R. Knight']"
173845,Gösta Bernhard,"['Dirch Passer', 'Annalisa Ericson', 'Åke Grönberg']"
411632,Keoni Waxman,"['Steven Seagal', 'Jonathan Rosenthal', 'Ovidiu Niculescu']"
216550,,[]
361340,,[]
296288,Matheus Souza,"['Leandro Soares', 'Matheus Souza', 'Sophie Charlotte']"
324263,Luke Meyer,[]
160372,Cheik Doukouré,[]
42377,Omar Al-Qattan,[]
40061,Georges Lautner,"['Jean-Paul Belmondo', 'Sophie Marceau', 'Marie Laforêt']"
407204,Johannes Nyholm,"['Christian Andrén', 'Johan Kylén', 'Anna Bjelkerud']"
326256,Ravi Kapoor,"['Tiya Sircar', 'Hannah Simone', 'Kosha Patel']"
423377,Richard Gray,"['Jason Momoa', 'Cary Elwes', 'Melora Walters']"
377275,Justine Triet,"['Virginie Efira', 'Vincent Lacoste', 'Melvil Poupaud']"
396965,Anderson Boyd,"['Shane Callahan', 'Cullen Moss', 'Don Henderson Baker']"
31160,Rodrigo Blaas,[]
294608,,[]
